20,30,6,0.5959575185440659,-0.617601423655895,0.15
20,60,6,0.9319415552888617,-0.4215668400895371,47.85
20,90,6,1.0829764197864775,-0.6286035491972941,44.25
20,120,6,1.241654085312122,-0.7285167674753049,80.0
40,60,6,1.1299018621288934,-1.158713158251608,86.25
40,90,6,0.7914246731576301,0.029921323861806032,99.925
40,120,6,0.5080575522959218,0.5395588132832168,75.725
40,150,6,0.7676288696638046,-0.08746340608033498,79.55
40,60,6,1.0571530657368566,-0.9619935965624001,77.3
40,60,6,0.8911165715520093,-0.5635492073825608,70.525
40,90,6,0.7250344770852473,0.13265933135093835,77.525
40,60,8,0.25206152461725156,-0.19132689731237607,-4.525
40,90,8,0.32207431870047487,-0.3932288179390794,-5.85
40,120,8,0.3110224537973041,-0.44392376533097977,-6.05
40,150,8,0.19822821911611344,-0.24238612804369106,-8.6
